year,iso,r_gdp,emp,hours,t_hours,pop,h_exp,DHI
2004,FRO,,,,,,,
2005,FRO,,,,,,,
2006,FRO,,,,,,,
2007,FRO,,,,,,,
2008,FRO,,,,,,,
2009,FRO,,,,,,,
2010,FRO,,,,,,,
2011,FRO,,,,,,,
2012,FRO,,,,,,,
2013,FRO,,,,,,,
2014,FRO,,,,,,,
2015,FRO,,,,,,,
2016,FRO,,,,,,,
2017,FRO,,,,,,,
2018,FRO,,,,,,,
2019,FRO,,,,,,,
2000,FSM,,,,,,168.45786,
2001,FSM,,,,,,190.07368,
2002,FSM,,,,,,178.55959,
2003,FSM,,,,,,219.3636,
2004,FSM,,,,,,270.7168,
2005,FSM,,,,,,417.72437,
2006,FSM,,,,,,257.90271,
2007,FSM,,,,,,272.11096,
2008,FSM,,,,,,304.58194,
2009,FSM,,,,,,341.31836,
2010,FSM,,,,,,378.24478,
2011,FSM,,,,,,393.68103,
2012,FSM,,,,,,384.15121,
2013,FSM,,,,,,363.26303,
2014,FSM,,,,,,348.3201,
2015,FSM,,,,,,361.47208,
2016,FSM,,,,,,395.79208,
2017,FSM,,,,,,402.18201,
2018,FSM,,,,,,417.68973,
2019,FSM,,,,,,415.19827,
1950,GAB,5.227766,0.11482275,,,0.41576701,,
1951,GAB,5.4211936,0.11511575,,,0.41822699,,
1952,GAB,5.6198487,0.11540832,,,0.42070201,,
1953,GAB,5.8237314,0.11572338,,,0.42327601,,
1954,GAB,6.0380697,0.1160612,,,0.425951,,
1955,GAB,6.2628636,0.11643373,,,0.428772,,
1956,GAB,6.4928856,0.11684111,,,0.431741,,
1957,GAB,6.7333627,0.11729532,,,0.43490401,,
1958,GAB,6.9842954,0.11780899,,,0.43831,,
1959,GAB,7.2456837,0.11839432,,,0.44200701,,
1960,GAB,7.5488939,0.11905263,,,0.44600299,,
1961,GAB,8.4532976,0.11997439,,,0.45048499,,
1962,GAB,8.7094584,0.12107509,,,0.455661,,
1963,GAB,9.0178967,0.12230732,,,0.461357,,
1964,GAB,9.1747293,0.12367518,,,0.467592,,
1965,GAB,9.326335,0.12518293,,,0.47438601,,
1966,GAB,9.7445555,0.12677166,,,0.48151901,,
1967,GAB,10.147094,0.12844415,,,0.48900399,,
1968,GAB,10.403255,0.1302029,,,0.49685299,,
1969,GAB,11.244925,0.13170658,,,0.50376302,,
1970,GAB,12.217289,0.13422066,,,0.514579,,
1971,GAB,13.471953,0.13638477,,,0.52592999,,
1972,GAB,14.998461,0.13870215,,,0.53800899,,
1973,GAB,16.530197,0.14369197,,,0.56065798,,
1974,GAB,23.054449,0.15213621,,,0.59713501,,
1975,GAB,24.633234,0.16397104,,,0.64743602,,
1976,GAB,34.330738,0.17314231,,,0.68776202,,
1977,GAB,27.231434,0.17678663,,,0.70648903,,
1978,GAB,19.7505,0.18067393,,,0.726421,,
1979,GAB,19.473429,0.17870592,,,0.722911,,
1980,GAB,19.567528,0.17537905,,,0.71382701,,
1981,GAB,19.337507,0.17827614,,,0.73083597,,
1982,GAB,18.950651,0.18266256,,,0.75424099,,
1983,GAB,19.238178,0.18729673,,,0.77901798,,
1984,GAB,20.00666,0.19219366,,,0.80526,,
1985,GAB,19.604122,0.19736196,,,0.83303601,,
1986,GAB,18.621304,0.20211206,,,0.85944802,,
1987,GAB,16.200848,0.20561554,,,0.880916,,
1988,GAB,16.530197,0.2084319,,,0.89974302,,
1989,GAB,17.235945,0.21124314,,,0.91883498,,
1990,GAB,18.203081,0.21402323,,,0.93808401,,
1991,GAB,19.317839,0.21799999,,,0.96120471,,
1992,GAB,18.721497,0.2236,,,0.96970469,,
1993,GAB,19.460434,0.2288,,,1.0156276,,
1994,GAB,20.183001,0.23469999,,,1.031902,,
1995,GAB,21.186903,0.2411,,,1.0413781,,
1996,GAB,21.954927,0.24789999,,,1.0609792,,
1997,GAB,23.214701,0.255,,,1.0857959,,
1998,GAB,24.022108,0.26269999,,,1.1109005,,
1999,GAB,21.873812,0.2721,,,1.1429852,,
2000,GAB,21.461927,0.2814,,,1.1786277,127.96137,
2001,GAB,21.923359,0.29030001,,,1.2074426,125.87947,
2002,GAB,21.964355,0.29969999,,,1.2337644,137.92825,
2003,GAB,22.337969,0.30989999,,,1.2615558,174.49161,
2004,GAB,22.588154,0.3215,,,1.2973684,191.20839,
2005,GAB,22.410612,0.33410001,2284.9961,763.41718,1.3396263,199.66486,
2006,GAB,21.983017,0.34639999,2285.3279,791.63757,1.3841178,223.4991,
2007,GAB,23.375202,0.35859999,2286.376,819.89441,1.4339672,267.60782,
2008,GAB,23.780294,0.373,2283.8875,851.89001,1.4869332,286.54739,
2009,GAB,23.23834,0.3856,2278.6277,878.63879,1.5422221,298.6124,
2010,GAB,24.695385,0.40009999,2275.9651,910.61359,1.6001803,219.07191,
2011,GAB,26.446781,0.4183,2279.2732,953.41998,1.6561545,276.48001,
2012,GAB,27.835503,0.43880001,2281.1267,1000.9584,1.7139326,237.58188,
2013,GAB,29.371187,0.46079999,2281.6467,1051.3828,1.7784108,275.09753,
2014,GAB,30.6738,0.48449999,2281.657,1105.4628,1.8427562,244.75702,
2015,GAB,31.863636,0.50800002,2280.7629,1158.6276,1.9051156,196.24397,
2016,GAB,32.529903,0.52710003,2278.6675,1201.0856,1.9660958,217.05521,
2017,GAB,32.683769,0.546,2276.9143,1243.1952,2.0253367,201.05853,
2018,GAB,32.959293,0.56379998,2275.678,1283.0272,2.0829105,218.47528,
2019,GAB,34.257561,0.58020002,2275.1926,1320.0668,2.13869,215.01915,
2020,GAB,33.655655,0.57789999,2150.833,1242.9664,2.1926558,,
2021,GAB,34.362423,0.6008243,2229.3997,1339.4775,2.2463138,,
1950,GBR,590.00702,23.232353,2183.9436,50738.148,50.126999,,69.980003
1951,GBR,611.84552,23.577986,2192.6638,51698.598,50.290001,,69.980003
1952,GBR,621.06573,23.564999,2160.8586,50920.629,50.43,,69.980003
1953,GBR,655.58148,23.677879,2164.7798,51257.398,50.592999,,69.980003
1954,GBR,684.10114,24.012524,2168.9309,52081.508,50.764999,,69.980003
1955,GBR,711.54254,24.272249,2167.363,52606.773,50.945999,,69.980003
1956,GBR,723.55139,24.48802,2153.7795,52741.797,51.183998,,69.980003
1957,GBR,737.86035,24.516989,2132.2522,52276.406,51.43,,69.980003
1958,GBR,747.7641,24.25227,2102.4534,50989.266,51.652,,69.980003
1959,GBR,779.69995,23.734819,2112.238,50133.586,51.956001,,69.980003
1960,GBR,828.99194,24.157372,2103.5837,50817.051,52.372002,,69.980003
1961,GBR,851.16315,24.43108,2066.811,50494.43,52.806999,,69.980003
1962,GBR,860.31836,24.605896,2029.0448,49926.461,53.292,,69.980003
1963,GBR,901.90845,24.634865,2020.5967,49777.125,53.625,,69.980003
1964,GBR,953.34332,24.923557,2020.8336,50366.363,53.991001,,69.980003
1965,GBR,973.47449,25.177288,1997.568,50293.344,54.349998,,69.980003
1966,GBR,988.55322,25.328129,1941.6097,49177.344,54.643002,,69.980003
1967,GBR,1015.8812,24.965513,1929.5275,48171.645,54.959,,69.980003
1968,GBR,1071.2585,24.814674,1922.2015,47698.805,55.214001,,69.980003
1969,GBR,1091.8041,24.830656,1912.6047,47491.234,55.460999,,69.980003
1970,GBR,1121.2174,24.726767,1870.8944,46261.168,55.632,,69.980003
1971,GBR,1161.6537,24.507,1830.1425,44851.301,55.907001,,69.980003
1972,GBR,1211.5597,24.57925,1851.3665,45505.199,56.078999,,69.980003
1973,GBR,1290.2742,24.965,1860.2523,46441.199,56.209999,,69.980003
1974,GBR,1257.9299,25.029249,1845.297,46186.398,56.223999,,69.980003
1975,GBR,1239.0842,24.93325,1814.0796,45230.898,56.215,,69.980003
1976,GBR,1276.4249,24.785999,1807.0242,44788.898,56.206001,,69.980003
1977,GBR,1307.5063,24.809,1816.9293,45076.199,56.179001,,69.980003
1978,GBR,1362.1321,24.939751,1818.0375,45341.398,56.167,,69.980003
1979,GBR,1412.8304,25.19525,1815.493,45741.801,56.228001,,69.980003
1980,GBR,1383.7784,25.08625,1785.3964,44788.898,56.313999,,69.980003
1981,GBR,1374.1984,24.43,1749.12,42731,56.382599,,69.980003
1982,GBR,1401.2889,23.95075,1745.4192,41804.102,56.339703,,69.980003
1983,GBR,1460.0975,23.775249,1739.5485,41358.199,56.382622,,69.980003
1984,GBR,1492.8485,24.285,1745.7526,42395.602,56.462227,,69.980003
1985,GBR,1554.408,24.592501,1748.0818,42989.699,56.620239,,69.980003
1986,GBR,1603.3778,24.74625,1742.7368,43126.199,56.796261,,69.980003
1987,GBR,1689.8381,25.23875,1747.5668,44106.398,56.981621,,69.980003
1988,GBR,1786.7026,26.07,1754.7257,45745.699,57.159603,,69.980003
1989,GBR,1832.76,26.748751,1758.5569,47039.199,57.324471,,69.980003
1990,GBR,1846.21,26.87125,1745.9441,46915.699,57.493305,,69.980003
1991,GBR,1825.8445,26.1625,1720.5466,45013.801,57.656437,,69.980003
1992,GBR,1833.1667,25.540001,1714.3304,43784,57.818996,,69.980003
1993,GBR,1878.8218,25.30275,1710.316,43275.699,57.937469,,69.980003
1994,GBR,1951.082,25.504499,1720.5905,43882.801,58.08913,,69.980003
1995,GBR,2000.4723,25.818501,1722.6252,44475.602,58.270508,,69.980003
1996,GBR,2050.3147,26.05975,1722.0925,44877.301,58.410095,,69.980003
1997,GBR,2152.3254,26.525749,1721.1954,45656,58.56073,,69.980003
1998,GBR,2232.1289,26.795,1716.9994,46007,58.722412,,69.980003
1999,GBR,2305.6804,27.167749,1708.6104,46419.102,58.932297,,69.980003
2000,GBR,2386.5242,27.4835,1692.954,46528.301,59.135151,2029.5249,69.980003
2001,GBR,2451.6829,27.712,1695.9764,46998.898,59.36311,2101.8364,69.980003
2002,GBR,2505.1003,27.94375,1678.5614,46905.301,59.61718,2386.2124,69.980003
2003,GBR,2588.3167,28.221251,1669.3804,47112,59.889328,2796.3411,69.980003
2004,GBR,2647.4929,28.530001,1666.7157,47551.398,60.203651,3384.6052,69.980003
2005,GBR,2725.7446,28.849751,1669.7372,48171.5,60.66861,3552.6431,69.980003
2006,GBR,2799.1707,29.137751,1663.9857,48484.801,61.084362,3842.6758,69.980003
2007,GBR,2865.2458,29.378,1665.8214,48938.5,61.578445,4450.1289,69.980003
2008,GBR,2857.2595,29.6285,1660.4688,49197.199,62.085583,4301.1167,69.980003
2009,GBR,2739.7134,29.156,1638.3318,47767.199,62.524429,3841.8789,69.980003
2010,GBR,2796.5364,29.2285,1643.2079,48028.5,63.025543,3904.5071,69.980003
2011,GBR,2832.2119,29.37775,1639.8158,48174.102,63.552761,4156.5771,69.980003
2012,GBR,2872.7224,29.697001,1655.019,49149.102,63.974541,4222.085,69.980003
2013,GBR,2935.5249,30.043249,1665.9749,50051.301,64.377235,4344.6685,69.980003
2014,GBR,3019.561,30.7535,1672.4341,51433.199,64.870316,4740.1104,69.980003
2015,GBR,3090.9153,31.28475,1669.4652,52228.801,65.385483,4477.2856,69.980003
2016,GBR,3144.1528,31.7435,1667.6989,52938.602,65.925758,4067.1758,69.980003
2017,GBR,3198.8708,32.056999,1668.9491,53501.5,66.31942,3966.0583,69.980003
2018,GBR,3238.9395,32.439251,1663.1888,53952.602,66.717094,4270.2212,69.980003
2019,GBR,3285.3945,32.798752,1667.9478,54706.602,67.07962,4312.8892,69.980003
2020,GBR,2961.8926,32.644001,1503.2594,49072.398,67.413696,,69.980003
2021,GBR,3125.8967,32.304436,1592.5818,51447.457,67.742714,,69.980003
1950,GEO,,1.6538336,,,3.5156021,,
1951,GEO,,1.6849887,,,3.579417,,
1952,GEO,,1.7091725,,,3.6283469,,
1953,GEO,,1.738176,,,3.6874361,,
1954,GEO,,1.7735071,,,3.75986,,
1955,GEO,,1.8064626,,,3.8271539,,
1956,GEO,,1.8361772,,,3.887496,,
1957,GEO,,1.8607239,,,3.9368229,,
1958,GEO,,1.8893868,,,3.994787,,
1959,GEO,,1.9267603,,,4.0710778,,
1960,GEO,,1.9638038,,,4.1465702,,
1961,GEO,,1.989074,,,4.211113,,
1962,GEO,,2.0155919,,,4.2786489,,
1963,GEO,,2.0410166,,,4.3442202,,
1964,GEO,,2.0648899,,,4.4068322,,
1965,GEO,,2.0865099,,,4.4649591,,
1966,GEO,,2.1056614,,,4.5181031,,
1967,GEO,,2.1216755,,,4.564785,,
1968,GEO,,2.1354918,,,4.6069789,,
1969,GEO,,2.1497393,,,4.6503348,,
1970,GEO,36.677464,2.1642466,,,4.6944909,,
1971,GEO,36.943054,2.2117748,,,4.7416282,,
1972,GEO,36.028206,2.2587352,,,4.7864752,,
1973,GEO,39.334751,2.3035717,,,4.82585,,
1974,GEO,40.354263,2.3488405,,,4.8652329,,
1975,GEO,38.581127,2.39114,,,4.897656,,
1976,GEO,41.573593,2.4337709,,,4.9300361,,
1977,GEO,42.366188,2.477277,,,4.9634638,,
1978,GEO,44.080994,2.5181971,,,4.991045,,
1979,GEO,43.17585,2.559407,,,5.0186062,,
1980,GEO,41.272182,2.6006744,,,5.0456972,,
1981,GEO,42.58704,2.6340344,,,5.0731478,,
1982,GEO,46.167393,2.6678221,,,5.101213,,
1983,GEO,49.397537,2.7020435,,,5.1309252,,
1984,GEO,53.732464,2.7367036,,,5.1617241,,
1985,GEO,56.901108,2.7718084,,,5.1929569,,
1986,GEO,60.123302,2.8082795,,,5.2189732,,
1987,GEO,61.082344,2.8335288,,,5.2399702,,
1988,GEO,65.611679,2.8363342,,,5.3202481,,
1989,GEO,64.626472,2.805474,,,5.3981061,,
1990,GEO,56.78236,2.8699999,,,5.4262071,,
1991,GEO,44.801285,2.6159999,,,5.4254966,,
1992,GEO,24.685507,2.062,,,5.3662906,,
1993,GEO,17.452654,1.864,,,5.2637753,,
1994,GEO,15.637577,1.818,,,5.1411452,,
1995,GEO,16.044155,1.7970001,,,5.0368147,,
1996,GEO,17.72879,1.844,,,4.9613056,,
1997,GEO,19.593681,1.848,,,4.9121695,,
1998,GEO,20.202066,1.7309999,,,4.8781924,,
1999,GEO,20.781664,1.733,,,4.8477144,,
2000,GEO,21.16363,1.837,,,4.8144069,51.852818,
2001,GEO,22.180542,1.878,,,4.7888784,55.222275,
2002,GEO,23.394705,1.752,,,4.7705369,64.06044,
2003,GEO,25.981691,1.79,,,4.7463331,77.734627,
2004,GEO,27.487072,1.7309999,,,4.738533,100.87418,
2005,GEO,30.123081,1.683,1981.6199,3335.0662,4.7856374,126.44508,
2006,GEO,32.960674,1.618,1979.0079,3202.0349,4.8263841,145.05231,
2007,GEO,37.1068,1.577,1979.2963,3121.3501,4.8200288,186.61778,
2008,GEO,38.004414,1.597,1967.8479,3142.6531,4.8193874,268.14035,
2009,GEO,36.616871,1.6109999,1960.3137,3158.0654,4.8514562,257.06177,
2010,GEO,38.90506,1.628,1954.8049,3182.4226,4.8984642,271.01666,
2011,GEO,41.767693,1.643,1951.537,3206.3752,4.9338326,296.68869,
2012,GEO,44.427879,1.659,1946.9493,3229.989,4.9457507,326.47607,
2013,GEO,46.036613,1.643,1949.5859,3203.1697,4.9376473,334.68906,
2014,GEO,48.076496,1.694,1953.8848,3309.8809,4.9313841,345.25598,
2015,GEO,49.529846,1.734,1953.5118,3387.3894,4.9267483,275.84082,
2016,GEO,50.969185,1.717,1948.9491,3346.3457,4.9236083,301.54578,
2017,GEO,53.437111,1.707,1952.457,3332.8442,4.9219518,285.9877,
2018,GEO,56.02507,1.694,1954.5725,3311.0457,4.921813,312.74692,
2019,GEO,58.830246,1.6900001,1962.6537,3316.8848,4.9232364,291.12204,
2020,GEO,55.241604,1.6802253,1703.3644,2862.0356,4.9261646,,
2021,GEO,57.183346,1.66721,1890.0754,3151.1526,4.9291711,,
1950,GHA,13.117427,1.9216274,,,5.2974539,,
1951,GHA,13.602772,1.9691767,,,5.4365549,,
1952,GHA,13.353541,2.0185101,,,5.5810008,,
1953,GHA,15.203098,2.0696974,,,5.7310081,,
1954,GHA,17.118242,2.1228094,,,5.8867979,,
1955,GHA,16.016378,2.1779218,,,6.0486059,,
1956,GHA,16.960833,2.2351131,,,6.2166791,,
1957,GHA,17.511765,2.2944713,,,6.3912878,,
1958,GHA,17.223183,2.3560882,,,6.5727191,,
1959,GHA,19.715492,2.4200628,,,6.7612801,,
1960,GHA,21.171528,2.4868526,,,6.9582829,,
1961,GHA,21.91922,2.5361762,,,7.1535082,,
1962,GHA,22.981733,2.5646055,,,7.355248,,
1963,GHA,23.781895,2.6613178,,,7.563839,,
1964,GHA,24.293476,2.6213133,,,7.7818131,,
1965,GHA,24.62141,2.6533296,,,8.0096016,,
1966,GHA,24.647646,2.6685755,,,8.2454805,,
1967,GHA,25.093637,2.7727449,,,8.4902134,,
1968,GHA,25.447809,2.8118579,,,8.7443018,,
1969,GHA,26.352911,2.951529,,,9.0090485,,
1970,GHA,27.625301,3.040863,,,8.7889452,,
1971,GHA,29.829029,3.2299063,,,9.0651855,,
1972,GHA,28.937044,3.2963722,,,9.3536587,,
1973,GHA,29.763443,3.6031897,,,9.6494675,,
1974,GHA,31.809761,3.8147011,,,9.9048624,,
1975,GHA,27.848297,3.9723256,,,10.117862,,
1976,GHA,26.864491,4.0155578,,,10.33293,,
1977,GHA,27.48101,4.3200793,,,10.538035,,
1978,GHA,29.815912,4.4798088,,,10.720781,,
1979,GHA,29.055101,4.4254227,,,10.878796,,
1980,GHA,28.136881,4.5494857,,,11.016641,,
1981,GHA,28.176233,4.6562667,,,11.177979,,
1982,GHA,26.221737,4.665668,,,11.402289,,
1983,GHA,25.028051,4.8367677,,,12.152304,,
1984,GHA,27.192427,5.263021,,,12.832613,,
1985,GHA,28.569757,5.5445271,,,13.228425,,
1986,GHA,30.065144,5.7079988,,,13.781213,,
1987,GHA,31.50806,5.9453006,,,14.174699,,
1988,GHA,33.278912,6.1171398,,,14.576594,,
1989,GHA,34.971062,6.2702513,,,14.987051,,
1990,GHA,36.138512,6.349205,,,15.4138,,
1991,GHA,37.874966,6.1875281,,,15.83322,,
1992,GHA,39.53162,6.259212,,,16.255795,,
1993,GHA,41.408581,6.3449974,,,16.75131,,
1994,GHA,42.865749,6.4341264,,,17.23073,,
1995,GHA,44.672112,6.5357194,,,17.625685,,
1996,GHA,46.791801,6.6628237,,,18.01973,,
1997,GHA,49.515553,6.84938,,,18.432087,,
1998,GHA,51.989349,6.9771833,,,18.872795,,
1999,GHA,54.345509,7.1165271,,,19.327316,,
2000,GHA,56.314987,7.1672249,,,19.792183,16.601141,
2001,GHA,58.459465,7.257195,,,20.280245,19.633295,
2002,GHA,61.163212,7.4904099,,,20.805635,20.256159,
2003,GHA,64.28009,7.756144,,,21.349897,23.878036,
2004,GHA,67.728073,8.0569468,,,21.899811,26.373802,
2005,GHA,71.936699,8.4428406,2129.9509,17982.838,22.46854,40.994316,
2006,GHA,76.134201,8.8204193,2135.2607,18833.895,23.057768,47.441517,
2007,GHA,79.274742,9.087903,2136.4236,19415.609,23.660574,56.52697,
2008,GHA,86.382515,9.4797173,2137.5159,20263.047,24.270401,63.901142,
2009,GHA,91.173286,9.7215948,2137.8508,20783.318,24.899082,63.793648,
2010,GHA,98.243774,10.339512,2138.2017,22107.961,25.558588,73.898506,
2011,GHA,112.19243,11.154771,2137.9294,23848.113,26.244368,98.95211,
2012,GHA,121.73327,11.639349,2136.7476,24870.35,26.945208,86.245613,
2013,GHA,130.48468,12.130437,2135.8723,25909.064,27.663858,108.43036,
2014,GHA,134.26613,11.946282,2135.1807,25507.471,28.405024,80.822136,
2015,GHA,137.19043,11.673226,2134.7185,24919.051,29.145609,80.594902,
2016,GHA,141.92076,12.01443,2128.373,25571.191,29.879332,66.856247,
2017,GHA,153.47879,12.798205,2124.1917,27185.842,30.617073,68.029457,
2018,GHA,163.0927,13.085505,2126.5679,27827.217,31.362333,76.830742,
2019,GHA,173.65785,13.412034,2128.5525,28548.219,32.111427,75.281662,
2020,GHA,175.18604,13.368187,2083.9634,27858.811,32.864429,,
2021,GHA,179.10373,13.841183,2138.2903,29596.469,33.622192,,
2000,GIB,,,,,,,
2001,GIB,,,,,,,
2002,GIB,,,,,,,
2003,GIB,,,,,,,
2004,GIB,,,,,,,
2005,GIB,,,,,,,
2006,GIB,,,,,,,
2007,GIB,,,,,,,
2008,GIB,,,,,,,
2009,GIB,,,,,,,
2010,GIB,,,,,,,
2011,GIB,,,,,,,
2012,GIB,,,,,,,
2013,GIB,,,,,,,
2014,GIB,,,,,,,
2015,GIB,,,,,,,
2016,GIB,,,,,,,
2017,GIB,,,,,,,
2018,GIB,,,,,,,
2019,GIB,,,,,,,
2000,GIN,,,,,,23.258804,
2001,GIN,,,,,,22.106821,
2002,GIN,,,,,,25.116392,
2003,GIN,,,,,,25.978281,
2004,GIN,,,,,,26.85199,
2005,GIN,,,,,,19.997326,
2006,GIN,,,,,,16.371168,
2007,GIN,,,,,,22.652292,
2008,GIN,,,,,,23.327431,
2009,GIN,,,,,,24.112864,
2010,GIN,,,,,,23.04637,
2011,GIN,,,,,,24.675291,
2012,GIN,,,,,,24.29986,
2013,GIN,,,,,,26.613821,
2014,GIN,,,,,,37.692879,
2015,GIN,,,,,,44.687565,
2016,GIN,,,,,,39.52142,
2017,GIN,,,,,,33.496872,
2018,GIN,,,,,,35.706165,
2019,GIN,,,,,,43.037823,
2000,GMB,,,,,,50.868637,
2001,GMB,,,,,,42.067417,
2002,GMB,,,,,,40.106834,
2003,GMB,,,,,,32.378548,
2004,GMB,,,,,,35.620449,
2005,GMB,,,,,,38.135365,
2006,GMB,,,,,,41.049835,
2007,GMB,,,,,,44.297081,
2008,GMB,,,,,,50.544899,
2009,GMB,,,,,,43.181633,
2010,GMB,,,,,,43.805328,
2011,GMB,,,,,,41.948425,
2012,GMB,,,,,,38.359432,
2013,GMB,,,,,,27.416616,
2014,GMB,,,,,,27.040775,
2015,GMB,,,,,,20.985409,
2016,GMB,,,,,,25.439093,
2017,GMB,,,,,,28.174047,
2018,GMB,,,,,,35.814529,
2019,GMB,,,,,,29.725803,
2000,GNB,,,,,,21.972588,
2001,GNB,,,,,,22.556522,
2002,GNB,,,,,,21.666813,
2003,GNB,,,,,,25.369076,
2004,GNB,,,,,,33.149509,
2005,GNB,,,,,,34.492287,
2006,GNB,,,,,,33.590946,
2007,GNB,,,,,,38.925701,
2008,GNB,,,,,,46.37085,
2009,GNB,,,,,,41.682011,
2010,GNB,,,,,,38.658882,
2011,GNB,,,,,,46.01939,
2012,GNB,,,,,,38.864971,
2013,GNB,,,,,,47.393036,
2014,GNB,,,,,,66.869705,
2015,GNB,,,,,,53.946018,
2016,GNB,,,,,,58.178707,
2017,GNB,,,,,,56.289726,
2018,GNB,,,,,,61.235821,
2019,GNB,,,,,,62.575577,
2000,GNQ,,,,,,41.027031,
2001,GNQ,,,,,,58.393887,
2002,GNQ,,,,,,73.836922,
2003,GNQ,,,,,,108.55357,
2004,GNQ,,,,,,138.13895,
2005,GNQ,,,,,,163.83368,
2006,GNQ,,,,,,195.41931,
2007,GNQ,,,,,,250.27495,
2008,GNQ,,,,,,421.31564,
2009,GNQ,,,,,,308.59097,
2010,GNQ,,,,,,314.40918,
2011,GNQ,,,,,,336.20602,
2012,GNQ,,,,,,274.33688,
2013,GNQ,,,,,,382.46207,
2014,GNQ,,,,,,425.29581,
2015,GNQ,,,,,,328.95062,
2016,GNQ,,,,,,290.87692,
2017,GNQ,,,,,,286.14676,
2018,GNQ,,,,,,310.58487,
2019,GNQ,,,,,,254.8911,
1950,GRC,37.268993,3.3909593,2322.1543,7874.3306,7.5660281,,
1951,GRC,40.551155,3.4254708,2312.5513,7921.5771,7.6464019,,
1952,GRC,40.841816,3.4628494,2302.988,7974.9009,7.7332501,,
1953,GRC,46.436409,3.4988496,2293.4646,8024.4873,7.8170948,,
1954,GRC,47.882,3.5314486,2283.9802,8065.7588,7.8934121,,
1955,GRC,51.501125,3.5621433,2274.5352,8102.2207,7.965538,,
1956,GRC,55.89706,3.5898366,2265.1292,8131.4438,8.0310125,,
1957,GRC,59.539333,3.6093056,2255.762,8141.7344,8.0962181,,
1958,GRC,62.294186,3.6363456,2246.4338,8168.8091,8.1731291,,
1959,GRC,64.580894,3.64608,2237.144,8156.8057,8.2581615,,
1960,GRC,67.379478,3.6623039,2227.8926,8159.2197,8.327405,,
1961,GRC,73.287888,3.676913,2217.9907,8155.3589,8.3980503,,
1962,GRC,76.040169,3.6401219,2208.1328,8037.873,8.4482327,,
1963,GRC,83.769707,3.5891559,2198.3188,7890.1094,8.4796247,,
1964,GRC,90.652985,3.5425179,2188.5483,7752.9722,8.5104294,,
1965,GRC,99.167053,3.5177381,2178.8215,7664.5229,8.550333,,
1966,GRC,105.22208,3.486033,2169.1377,7561.6855,8.6136513,,
1967,GRC,110.99673,3.4442649,2159.4968,7437.8799,8.7164412,,
1968,GRC,118.39188,3.40293,2149.8992,7315.9561,8.7407646,,
1969,GRC,130.11609,3.3926499,2140.3438,7261.4375,8.7727642,,
1970,GRC,140.46674,3.3892951,2098.6428,7112.9194,8.7928057,,
1971,GRC,150.46498,3.399467,2099.6047,7137.5371,8.8310356,,
1972,GRC,169.18822,3.416456,2101.0935,7178.2935,8.888628,,
1973,GRC,175.82455,3.450649,2102.5459,7255.1475,8.9290857,,
1974,GRC,169.42743,3.4541121,2103.9597,7267.312,8.9620228,,
1975,GRC,179.67775,3.4575751,2105.3333,7279.3481,9.0465422,,
1976,GRC,191.10616,3.499018,2106.6653,7371.2603,9.1671896,,
1977,GRC,197.65762,3.5270441,2107.9543,7434.8477,9.3084793,,
1978,GRC,210.8943,3.541111,2109.6099,7470.3623,9.4299593,,
1979,GRC,218.67786,3.580066,2111.0493,7557.6958,9.5482578,,
1980,GRC,222.51047,3.630167,2111.6992,7665.8208,9.6425047,,
1981,GRC,222.63394,3.81899,2111.7839,8064.8818,9.7293501,,
1982,GRC,223.51364,3.7778709,2111.3945,7976.5762,9.7864799,,
1983,GRC,224.41135,3.796483,2108.8662,8006.2749,9.8405256,,
1984,GRC,230.58727,3.7877181,2108.4956,7986.3862,9.8871689,,
