year,iso,r_gdp,emp,hours,t_hours,pop,h_exp,DHI
2000,MDV,,,,,,221.92073,
2001,MDV,,,,,,230.17087,
2002,MDV,,,,,,247.30165,
2003,MDV,,,,,,235.61952,
2004,MDV,,,,,,294.9519,
2005,MDV,,,,,,321.31842,
2006,MDV,,,,,,387.12332,
2007,MDV,,,,,,462.99023,
2008,MDV,,,,,,758.711,
2009,MDV,,,,,,669.81024,
2010,MDV,,,,,,600.64435,
2011,MDV,,,,,,577.66296,
2012,MDV,,,,,,630.14252,
2013,MDV,,,,,,645.06055,
2014,MDV,,,,,,672.11963,
2015,MDV,,,,,,785.03162,
2016,MDV,,,,,,946.81116,
2017,MDV,,,,,,885.08429,
2018,MDV,,,,,,786.43768,
2019,MDV,,,,,,854.37061,
1950,MEX,171.42409,8.3173532,1786.6687,14860.354,28.48518,,
1951,MEX,184.68141,8.4135532,1786.3367,15029.438,29.296234,,
1952,MEX,192.06837,8.5108652,1786.0046,15200.444,30.144318,,
1953,MEX,192.59511,8.6093035,1785.6727,15373.397,31.031279,,
1954,MEX,211.85767,8.7088795,1785.3408,15548.317,31.959112,,
1955,MEX,229.79449,8.8125315,1785.009,15730.448,32.929913,,
1956,MEX,245.55824,8.9373407,1784.6772,15950.269,33.945885,,
1957,MEX,264.15921,9.0639181,1784.3456,16173.161,35.015549,,
1958,MEX,278.20792,9.1922874,1784.0139,16399.168,36.141956,,
1959,MEX,286.51855,9.3224745,1783.6824,16628.334,37.328465,,
1960,MEX,309.73541,9.4592037,1783.3508,16869.08,38.578506,,
1961,MEX,321.54739,9.7198343,1776.2577,17264.932,39.836231,,
1962,MEX,335.98541,9.9876461,1769.1927,17670.072,41.121487,,
1963,MEX,360.92242,10.262837,1762.156,18084.721,42.434265,,
1964,MEX,400.29489,10.54561,1755.1471,18509.098,43.774574,,
1965,MEX,425.2421,10.85639,1748.1663,18978.773,45.142399,,
1966,MEX,451.47937,11.191545,1741.213,19486.863,46.53783,,
1967,MEX,479.03986,11.537045,1734.2875,20008.553,47.99556,,
1968,MEX,513.16541,11.893212,1727.3895,20544.211,49.518803,,
1969,MEX,544.34937,12.260375,1720.5189,21094.209,51.110928,,
1970,MEX,580.0907,12.668415,1713.6758,21709.557,52.775158,,
1971,MEX,604.28979,13.352698,1712.2922,22863.721,54.406902,,
1972,MEX,655.57855,14.073942,1710.9098,24079.244,55.984295,,
1973,MEX,710.70972,14.834145,1709.5284,25359.391,57.557304,,
1974,MEX,754.14081,15.635408,1708.3409,26710.609,59.122841,,
1975,MEX,796.45227,16.596407,1707.1544,28332.629,60.678043,,
1976,MEX,830.21649,17.301516,1705.9686,29515.844,62.219963,,
1977,MEX,858.79736,18.036581,1704.7837,30748.471,63.759975,,
1978,MEX,929.64136,18.904955,1703.5995,32206.475,65.29599,,
1979,MEX,1014.7529,20.055769,1702.4163,34143.266,66.825874,,
1980,MEX,1099.2206,21.326654,1701.2338,36281.625,68.347481,,
1981,MEX,1193.0823,22.050293,1701.9697,37528.93,69.969261,,
1982,MEX,1186.8578,22.798428,1702.7062,38819.023,71.640907,,
1983,MEX,1145.3901,22.897705,1703.4427,39004.93,73.362885,,
1984,MEX,1184.4017,23.865372,1704.1798,40670.883,75.080139,,
1985,MEX,1210.1389,25.040075,1704.9171,42691.254,76.767227,,
1986,MEX,1172.4724,25.839333,1705.6547,44072.98,78.442429,,
1987,MEX,1192.8318,26.747572,1706.3927,45641.859,80.12249,,
1988,MEX,1207.9341,27.687254,1707.1309,47265.77,81.781815,,
1989,MEX,1257.8245,28.718611,1707.8695,49047.637,83.366837,,
1990,MEX,1322.7827,29.734497,1772.9529,52717.863,84.913651,,
1991,MEX,1378.255,30.598253,1753.8229,53663.914,86.440956,,
1992,MEX,1427.4493,31.680273,1754.2653,55575.602,87.905846,,
1993,MEX,1463.5775,32.812576,1721.2437,56478.441,89.33757,,
1994,MEX,1535.7777,33.962669,1685.4739,57243.191,90.755638,,
1995,MEX,1439.1788,33.68615,1621.2832,54614.789,92.155182,,
1996,MEX,1533.2316,35.069191,1627.7708,57084.602,93.507912,,
1997,MEX,1641.4613,37.088791,1627.3188,60355.285,94.803093,,
1998,MEX,1726.6538,38.064564,1642.3669,62515.98,96.051468,,
1999,MEX,1774.0066,38.502193,1695.196,65268.77,97.242294,,
2000,MEX,1857.5691,39.359661,1684.5007,66301.375,98.402893,318.46152,
2001,MEX,1853.9271,39.562153,1657.0533,65556.594,99.598595,363.67358,
2002,MEX,1853.0439,40.133797,1605.6477,64440.738,100.86257,385.09851,
2003,MEX,1880.2369,40.732754,1615.4193,65800.477,102.1324,411.42242,
2004,MEX,1949.7556,41.606903,1632.5085,67923.625,103.33396,445.62039,
2005,MEX,1998.5369,42.079136,1633.1595,68721.945,104.35606,483.09537,
2006,MEX,2088.3616,43.37846,1636.0195,70968.008,105.57127,512.83319,
2007,MEX,2136.0039,44.231247,1640.0089,72539.641,106.89962,556.04028,
2008,MEX,2155.8489,44.943527,1639.0023,73662.547,108.35963,570.83051,
2009,MEX,2046.3046,45.435352,1586.967,72104.406,109.88011,490.56586,
2010,MEX,2151.2463,46.12162,1588.7161,73274.164,111.29526,531.88947,
2011,MEX,2230.229,47.138885,1592.8143,75083.5,112.65676,563.10895,
2012,MEX,2306.905,48.706734,1592.9807,77588.883,113.99681,580.21838,
2013,MEX,2343.2224,49.227314,1588.6552,78205.227,115.3076,623.05157,
2014,MEX,2410.1721,49.415413,1612.1216,79663.648,116.59595,606.92981,
2015,MEX,2489.9817,50.611332,1606.0262,81283.125,117.85993,550.34003,
2016,MEX,2549.7463,51.594749,1599.3538,82518.258,119.09953,485.62418,
2017,MEX,2609.0647,52.340748,1593.0868,83383.359,120.31571,506.89233,
2018,MEX,2665.9502,53.721195,1575.4724,84636.266,121.50861,521.0083,
2019,MEX,2661.4075,54.993595,1541.1969,84755.953,122.67482,540.37231,
2020,MEX,2434.5017,51.190506,1487.8722,76164.93,123.81213,,
2021,MEX,2571.3052,53.449272,1518.0479,81138.555,125.12518,,
2000,MHL,,,,,,431.56458,
2001,MHL,,,,,,387.95535,
2002,MHL,,,,,,362.42953,
2003,MHL,,,,,,351.17676,
2004,MHL,,,,,,421.32974,
2005,MHL,,,,,,544.32977,
2006,MHL,,,,,,560.80322,
2007,MHL,,,,,,477.05157,
2008,MHL,,,,,,462.47614,
2009,MHL,,,,,,438.07611,
2010,MHL,,,,,,449.94284,
2011,MHL,,,,,,454.55557,
2012,MHL,,,,,,471.68713,
2013,MHL,,,,,,491.75623,
2014,MHL,,,,,,475.43707,
2015,MHL,,,,,,545.72125,
2016,MHL,,,,,,604.849,
2017,MHL,,,,,,587.08368,
2018,MHL,,,,,,646.1723,
2019,MHL,,,,,,664.31848,
1950,MKD,,0.47931203,,,1.224627,,
1951,MKD,,0.48815176,,,1.255619,,
1952,MKD,,0.49103674,,,1.271611,,
1953,MKD,,0.49838239,,,1.2994519,,
1954,MKD,,0.50479364,,,1.325223,,
1955,MKD,,0.5069226,,,1.340031,,
1956,MKD,,0.50339073,,,1.339977,,
1957,MKD,,0.50169563,,,1.344846,,
1958,MKD,,0.49814403,,,1.344772,,
1959,MKD,,0.49784461,,,1.353539,,
1960,MKD,,0.49892056,,,1.3661979,,
1961,MKD,,0.50423896,,,1.381753,,
1962,MKD,,0.51095647,,,1.401167,,
1963,MKD,,0.51835221,,,1.42247,,
1964,MKD,,0.52606553,,,1.444676,,
1965,MKD,,0.53480321,,,1.4697289,,
1966,MKD,,0.54172933,,,1.489836,,
1967,MKD,,0.54932541,,,1.511816,,
1968,MKD,,0.55653059,,,1.532751,,
1969,MKD,,0.56369901,,,1.553615,,
1970,MKD,14.123545,0.5708304,,,1.574407,,
1971,MKD,15.752063,0.58477205,,,1.596091,,
1972,MKD,16.295786,0.5988515,,,1.6177011,,
1973,MKD,16.83951,0.61306751,,,1.639236,,
1974,MKD,19.011749,0.62778234,,,1.661657,,
1975,MKD,19.011749,0.64263821,,,1.684,,
1976,MKD,19.600563,0.65770358,,,1.706445,,
1977,MKD,21.027504,0.67251456,,,1.727797,,
1978,MKD,22.186563,0.68668795,,,1.747113,,
1979,MKD,23.708988,0.70171249,,,1.768203,,
1980,MKD,24.849482,0.71798229,,,1.7920001,,
1981,MKD,25.167061,0.74521297,,,1.808103,,
1982,MKD,25.488697,0.77335131,,,1.823791,,
1983,MKD,24.956018,0.80058199,,,1.831444,,
1984,MKD,25.755037,0.82055116,,,1.8372951,,
1985,MKD,25.5686,0.84142804,,,1.84474,,
1986,MKD,27.353073,0.87138176,,,1.850679,,
1987,MKD,27.006832,0.91222781,,,1.856378,,
1988,MKD,26.127913,0.90859705,,,1.85892,,
1989,MKD,26.633957,0.90768933,,,1.8630069,,
1990,MKD,23.917294,0.89407402,,,1.861361,,
1991,MKD,22.434422,0.867751,,,1.86771,,
1992,MKD,20.953749,0.82781267,,,1.889358,,
1993,MKD,19.382217,0.78242821,,,1.917563,,
1994,MKD,19.033339,0.74158221,,,1.935034,,
1995,MKD,18.823971,0.67078245,,,1.954048,,
1996,MKD,19.04986,0.64082867,,,1.971102,,
1997,MKD,19.316557,0.60633647,,,1.984861,,
1998,MKD,19.9569,0.58999807,,,1.995474,,
1999,MKD,20.822536,0.600618,,,2.0057001,,
2000,MKD,21.769691,0.59280998,,,2.01737,164.47365,
2001,MKD,21.101976,0.58003998,,,2.0258622,152.15872,
2002,MKD,21.417171,0.59851998,,,2.0112073,175.03603,
2003,MKD,21.893179,0.59928,,,2.0177882,217.21655,
2004,MKD,22.916504,0.55993003,,,2.0235326,233.99182,
2005,MKD,23.999065,0.58748001,2295.8518,1348.7671,2.0278335,233.10674,
2006,MKD,25.231907,0.61457998,2288.5549,1406.5001,2.0311885,245.67073,
2007,MKD,26.865286,0.6329,2245.8948,1421.4268,2.0345037,265.3627,
2008,MKD,28.335331,0.68295997,2143.6414,1464.0214,2.0378289,314.14532,
2009,MKD,28.233702,0.71307999,2095.0876,1493.965,2.0415821,296.66541,
2010,MKD,29.182014,0.68738002,2155.6946,1481.7813,2.045893,305.2323,
2011,MKD,29.864847,0.69709003,2157.0408,1503.6516,2.0494173,329.95044,
2012,MKD,29.728662,0.70538002,2167.8965,1529.1908,2.0519063,310.77499,
2013,MKD,30.598181,0.74484003,2178.2595,1622.4548,2.054883,350.2099,
2014,MKD,31.708761,0.76251,2167.6235,1652.8346,2.0583079,343.87866,
2015,MKD,32.93137,0.77675003,2159.1282,1677.1028,2.0610554,306.9151,
2016,MKD,33.869373,0.78891999,2155.5583,1700.563,2.0633056,327.49136,
2017,MKD,34.235672,0.81231999,2195.2834,1783.2726,2.0653067,358.30688,
2018,MKD,35.221889,0.81329,2178.2246,1771.5282,2.067019,399.09708,
2019,MKD,36.339882,0.85464513,2137.3977,1826.7164,2.0705252,436.88718,
2020,MKD,34.692944,0.85170662,1996.0399,1700.0404,2.0735369,,
2021,MKD,35.976501,0.85630417,2092.5798,1791.8849,2.0762675,,
1950,MLI,3.6354158,1.4517643,,,3.687654,,
1951,MLI,3.7699263,1.4779644,,,3.7613649,,
1952,MLI,3.908072,1.5046324,,,3.836551,,
1953,MLI,4.0534887,1.531776,,,3.91324,,
1954,MLI,4.1989055,1.5594032,,,3.991461,,
1955,MLI,4.3552279,1.587523,,,4.0712461,,
1956,MLI,4.5151863,1.6161439,,,4.152626,,
1957,MLI,4.6824155,1.6452745,,,4.2356319,,
1958,MLI,4.8532801,1.6749239,,,4.3202968,,
1959,MLI,5.0350509,1.7051015,,,4.4066548,,
1960,MLI,5.1768322,1.7358158,,,4.4947381,,
1961,MLI,5.2095509,1.7665435,,,4.5851512,,
1962,MLI,5.2386341,1.7982452,,,4.6785278,,
1963,MLI,5.5912695,1.830954,,,4.7749758,,
1964,MLI,5.8566546,1.864704,,,4.8746071,,
1965,MLI,5.9402695,1.8995306,,,4.9775362,,
1966,MLI,6.191113,1.9354717,,,5.0838861,,
1967,MLI,6.3946962,1.972564,,,5.193779,,
1968,MLI,6.634634,2.0108483,,,5.3073478,,
1969,MLI,6.6019149,2.0503654,,,5.4247279,,
1970,MLI,7.0090818,2.0911601,,,5.5460649,,
1971,MLI,7.2526546,2.132993,,,5.671505,,
1972,MLI,7.6271024,2.176182,,,5.8012042,,
1973,MLI,7.4416962,2.2207747,,,5.9353232,,
1974,MLI,7.2599254,2.2668221,,,6.0740318,,
1975,MLI,8.2669353,2.3143747,,,6.2175031,,
1976,MLI,9.3902788,2.3634894,,,6.3659258,,
1977,MLI,10.030112,2.390275,,,6.454823,,
1978,MLI,9.7610912,2.4192827,,,6.5502,,
1979,MLI,12.109571,2.4501951,,,6.6512461,,
1980,MLI,10.688123,2.4830661,,,6.758153,,
1981,MLI,10.328217,2.5187116,,,6.8711858,,
1982,MLI,9.7356434,2.5557492,,,6.988555,,
1983,MLI,10.164622,2.5936999,,,7.1089778,,
1984,MLI,10.611779,2.6327636,,,7.2330251,,
1985,MLI,10.851716,2.6731596,,,7.3613262,,
1986,MLI,11.53881,2.7150676,,,7.4944081,,
1987,MLI,11.756935,2.7586234,,,7.632679,,
1988,MLI,11.738758,2.804137,,,7.7770371,,
1989,MLI,12.93481,2.8516924,,,7.9277592,,
1990,MLI,13.032966,2.9011972,,,8.0846319,,
1991,MLI,14.033897,3.0915999,,,8.6534262,,
1992,MLI,13.814688,3.1668999,,,8.9609756,,
1993,MLI,14.306629,3.2492001,,,9.1915779,,
1994,MLI,14.850567,3.3389001,,,9.4629736,,
1995,MLI,15.295638,3.4342999,,,9.7584352,,
1996,MLI,16.409313,3.5216999,,,10.075073,,
1997,MLI,17.196468,3.6164999,,,10.158187,,
1998,MLI,17.699638,3.6925001,,,10.286324,,
1999,MLI,18.804979,3.7718,,,10.59634,,
2000,MLI,18.793509,3.8592,,,10.832498,14.788737,
2001,MLI,21.683199,3.9384999,,,10.889688,13.906796,
2002,MLI,22.356678,4.0251999,,,11.007417,16.813244,
2003,MLI,24.395384,4.1135998,,,11.30684,19.869394,
2004,MLI,24.775951,4.2115002,,,11.579461,23.007805,
2005,MLI,26.395061,4.3055,2200.9375,9476.1367,11.803996,25.405531,
2006,MLI,27.625599,4.3961,2196.9087,9657.8301,12.043062,28.536667,
2007,MLI,28.590837,4.4914999,2192.7874,9848.9043,12.336651,31.38578,
2008,MLI,29.955477,4.7189999,2196.6611,10366.044,12.657416,35.159199,
2009,MLI,31.357094,4.9263,2199.218,10834.008,12.98636,36.675571,
2010,MLI,33.054455,5.1536999,2202.9407,11353.295,13.325438,33.231255,
2011,MLI,34.12542,5.3678999,2205.6035,11839.459,13.679132,33.628529,
2012,MLI,33.84013,5.5402002,2206.1648,12222.595,14.04031,29.215271,
2013,MLI,34.61676,5.7164998,2207.1787,12617.337,14.412335,31.939777,
2014,MLI,37.069359,5.8796,2241.8389,13181.116,14.803272,38.017426,
2015,MLI,39.357281,5.9517002,2214.0361,13177.278,15.210438,30.896456,
2016,MLI,41.660465,6.0872002,2242.4377,13650.166,15.628654,29.462803,
2017,MLI,43.870556,6.2309999,2187.873,13632.637,16.059597,30.496553,
2018,MLI,45.952652,6.4415998,2201.7813,14182.995,16.506639,33.398613,
2019,MLI,48.142296,6.6606002,2202.7783,14671.826,16.967461,34.281776,
2020,MLI,47.187634,6.8312001,2152.8284,14706.4,17.442205,,
2021,MLI,49.075138,7.1034904,2164.749,15377.272,17.930391,,
1950,MLT,0.70575047,0.090758868,,,0.31197301,,
1951,MLT,0.73760027,0.090198338,,,0.312646,,
1952,MLT,0.77435577,0.090578623,,,0.31661901,,
1953,MLT,0.81111127,0.089991115,,,0.31724799,,
1954,MLT,0.84786677,0.089937747,,,0.319787,,
1955,MLT,0.87237668,0.087653488,,,0.31436899,,
1956,MLT,0.97039759,0.086809255,,,0.31406599,,
1957,MLT,0.9826619,0.087340795,,,0.31877899,,
1958,MLT,1.0439086,0.087428071,,,0.32194,,
1959,MLT,1.0635315,0.087430336,,,0.32484201,,
1960,MLT,1.1253211,0.087624744,,,0.32851699,,
1961,MLT,1.115959,0.088782229,,,0.32885399,,
1962,MLT,1.0691487,0.089892723,,,0.32901099,,
1963,MLT,1.0672762,0.090713397,,,0.328116,,
1964,MLT,1.0897453,0.090512894,,,0.32359099,,
1965,MLT,1.1646419,0.090310737,,,0.31916401,,
1966,MLT,1.2900937,0.090865478,,,0.31748199,,
1967,MLT,1.3799695,0.092211954,,,0.318573,,
1968,MLT,1.5185282,0.093445502,,,0.31925401,,
1969,MLT,1.6158937,0.095516272,,,0.32274899,,
1970,MLT,1.8199869,0.097407773,,,0.325569,,
1971,MLT,1.8646492,0.098287813,,,0.325468,,
1972,MLT,1.9735135,0.09735778,,,0.31942999,,
1973,MLT,2.0553384,0.098991811,,,0.32183799,,
1974,MLT,2.2616203,0.10041522,,,0.323524,,
1975,MLT,2.7039952,0.10267235,,,0.327842,,
1976,MLT,3.1641364,0.104067,,,0.32935399,,
1977,MLT,3.54966,0.10585263,,,0.332066,,
1978,MLT,3.9458432,0.10926384,,,0.33978599,,
1979,MLT,4.3597927,0.11251388,,,0.346876,,
1980,MLT,4.6671453,0.11908664,,,0.36400101,,
1981,MLT,4.8217101,0.11863582,,,0.36365199,,
1982,MLT,4.93186,0.11396332,,,0.36022201,,
1983,MLT,4.9016576,0.1140774,,,0.355773,,
1984,MLT,4.9478493,0.11476599,,,0.35137901,,
1985,MLT,5.0757651,0.11627761,,,0.34703901,,
1986,MLT,5.2729683,0.11877181,,,0.346625,,
1987,MLT,5.4897141,0.12621872,,,0.34904701,,
1988,MLT,5.951632,0.12945509,,,0.351951,,
1989,MLT,6.4384222,0.13063078,,,0.35532299,,
1990,MLT,6.8434887,0.13168424,,,0.35910699,,
1991,MLT,7.2716508,0.13506077,,,0.36270475,,
1992,MLT,7.6127591,0.13642502,,,0.36615077,,
1993,MLT,7.9538679,0.13711058,,,0.37039343,,
1994,MLT,8.4033489,0.13877589,2252.8342,312.63904,0.37412494,,
1995,MLT,8.9363308,0.14486,2251.6394,326.17249,0.377547,,
1996,MLT,9.2738867,0.14712,2244.7524,330.24799,0.37976563,,
1997,MLT,9.7614126,0.14751001,2247.2256,331.48822,0.38255391,,
1998,MLT,10.261744,0.14721,2271.6819,334.41428,0.38503239,,
1999,MLT,10.746096,0.14819001,2248.7407,333.24088,0.38724104,,
2000,MLT,11.473627,0.1464,2245.5464,328.74799,0.38971949,647.1015,
2001,MLT,11.338835,0.14898001,2155.853,321.17899,0.39285755,685.98401,
2002,MLT,11.629682,0.14939,2216.9421,331.189,0.39568582,830.6463,
2003,MLT,12.103541,0.14882,2196.7209,326.91599,0.39832419,1074.0931,
2004,MLT,12.120438,0.14937,2098.0383,313.384,0.40091258,1223.8574,
2005,MLT,12.530508,0.15126,2167.3608,327.83499,0.40355095,1379.6864,
2006,MLT,12.845086,0.15351,2174.7639,333.84799,0.40500006,1474.4845,
2007,MLT,13.458483,0.15695,2170.5129,340.66199,0.40648913,1596.1232,
2008,MLT,13.97335,0.16094001,2184.0686,351.504,0.40912753,1751.165,
2009,MLT,13.815017,0.161,2189.8137,352.56,0.41219562,1677.3623,
2010,MLT,14.580862,0.16379,2136.095,349.871,0.41421437,1733.6688,
2011,MLT,14.648828,0.16862001,2068.509,348.79199,0.41601327,1960.0612,
2012,MLT,15.252163,0.17332999,2037.1488,353.099,0.41980094,1898.6014,
2013,MLT,16.086922,0.17992,2017.0076,362.89999,0.42580724,2121.0823,
2014,MLT,17.314857,0.18959001,1971.2749,373.73401,0.4346118,2456.4348,
2015,MLT,18.978491,0.19727001,1954.9399,385.651,0.44506535,2243.467,
2016,MLT,19.698772,0.20572001,2038.951,419.453,0.45538896,2321.1533,
2017,MLT,21.401705,0.22234,1957.1558,435.15399,0.46821105,2551.7161,
2018,MLT,22.510035,0.2357,1983.8439,467.59201,0.48493075,2753.511,
2019,MLT,23.739489,0.25127,2049.8787,515.073,0.50442868,2531.9109,
2020,MLT,21.888664,0.25849,1834.0516,474.08401,0.51528203,,
2021,MLT,23.278517,0.26129985,1945.1409,508.26501,0.51936239,,
1950,MMR,7.0510573,6.5864329,,,19.487658,,
1951,MMR,8.0779457,6.6509762,,,19.788256,,
1952,MMR,8.2553425,6.7159433,,,20.093491,,
1953,MMR,8.4720592,6.7813325,,,20.403435,,
1954,MMR,7.94627,6.8484626,,,20.72216,,
1955,MMR,8.9813881,6.9173708,,,21.049927,,
1956,MMR,9.575758,6.9881001,,,21.387026,,
1957,MMR,10.139953,7.0606837,,,21.733717,,
1958,MMR,9.8619699,7.1351624,,,22.090294,,
1959,MMR,11.390873,7.2120757,,,22.458612,,
1960,MMR,11.769441,7.2914772,,,22.839045,,
1961,MMR,12.054738,7.4030604,,,23.232014,,
1962,MMR,13.105402,7.5182915,,,23.637928,,
1963,MMR,13.475739,7.6372924,,,24.057245,,
1964,MMR,13.715317,7.7601151,,,24.490204,,
1965,MMR,14.062795,7.8868823,,,24.937267,,
1966,MMR,13.475739,8.0177221,,,25.398928,,
1967,MMR,13.854308,8.1527691,,,25.875687,,
1968,MMR,14.76598,8.29216,,,26.368073,,
1969,MMR,15.375896,8.4351225,,,26.873709,,
1970,MMR,16.07085,8.5817499,2561.1697,21979.316,27.392973,,
1971,MMR,16.595726,8.7518997,2562.1143,22423.367,27.926302,,
1972,MMR,16.719172,8.9378023,2562.6816,22904.744,28.474102,,
1973,MMR,16.781351,9.1983776,2563.0095,23575.529,29.234936,,
1974,MMR,17.669249,9.3191662,2562.2471,23878.008,29.798622,,
1975,MMR,18.402611,9.4294643,2561.6755,24155.23,30.33503,,
1976,MMR,19.52277,9.690918,2559.1736,24800.742,30.87159,,
1977,MMR,20.688648,9.9508982,2557.2395,25446.828,31.407911,,
1978,MMR,22.024611,10.18478,2555.8108,26030.371,31.863413,,
1979,MMR,23.063385,10.4463,2554.7612,26687.803,32.405342,,
1980,MMR,25.037609,10.743374,2554.0669,27439.295,33.061428,,
1981,MMR,26.454039,10.987389,2552.8774,28049.457,33.669418,,
1982,MMR,27.888756,11.240764,2551.8777,28685.053,34.306454,,
1983,MMR,29.1031,11.507658,2551.248,29358.891,34.980263,,
1984,MMR,30.538731,11.829884,2551.9375,30189.123,35.670647,,
1985,MMR,31.409254,12.148767,2553.022,31016.068,36.345623,,
1986,MMR,31.077322,12.313764,2552.7073,31433.434,36.997574,,
1987,MMR,29.831888,12.478759,2553.0671,31859.109,37.625378,,
1988,MMR,26.445808,12.626267,2553.8162,32245.166,38.196362,,
1989,MMR,27.422403,12.752887,2554.6509,32579.172,38.721317,,
1990,MMR,28.195086,12.869925,2555.5542,32889.789,39.242996,,
1991,MMR,28.012091,13.05198,2555.8435,33358.82,39.884705,,
1992,MMR,30.717915,13.389362,2557.3174,34240.848,40.419182,,
1993,MMR,32.573277,13.741546,2559.1221,35166.289,41.003151,,
1994,MMR,35.009151,14.13626,2561.2815,36206.941,41.732021,,
1995,MMR,37.441605,14.51625,2563.616,37214.09,42.463261,,
1996,MMR,39.853863,15.050099,2563.9207,38587.258,43.143127,,
1997,MMR,42.143265,15.538703,2564.5054,39849.086,43.782219,,
1998,MMR,44.576279,15.994985,2565.4812,41034.832,44.407001,,
1999,MMR,48.334949,16.423227,2566.7751,42154.73,45.018421,,
2000,MMR,54.337185,16.825615,2568.2925,43213.102,45.616379,4.3353748,
2001,MMR,61.111942,17.3062,2568.9724,44459.148,46.171257,4.4845495,
2002,MMR,67.179138,17.759602,2569.3838,45631.23,46.689766,6.8636112,
2003,MMR,76.044098,18.195477,2569.5686,46754.523,47.201054,6.3724742,
2004,MMR,87.692528,18.612839,2569.719,47829.762,47.699219,6.7991214,
2005,MMR,99.589775,19.020012,2569.8616,48878.797,48.196251,7.4162369,
2006,MMR,112.84219,19.396738,2574.312,49933.254,48.673706,8.2135868,
2007,MMR,126.94746,19.781641,2578.8064,51013.023,49.151451,9.6148691,
2008,MMR,136.54214,20.116659,2583.1772,51964.898,49.504887,14.254869,
2009,MMR,142.52953,20.456163,2587.8835,52938.168,49.896473,18.111372,
2010,MMR,150.00804,20.769409,2592.7334,53849.539,50.284706,19.602367,
2011,MMR,158.215,21.183731,2595.8181,54989.113,50.813354,26.560991,
2012,MMR,168.47681,21.609829,2599.6609,56178.227,51.368721,36.113483,
2013,MMR,181.78479,22.025402,2603.7144,57347.855,51.87833,36.5303,
2014,MMR,196.69115,22.455645,2607.1519,58545.273,52.374256,52.620758,
2015,MMR,211.38988,22.106546,2609.5073,57687.195,52.900211,61.701073,
2016,MMR,224.93575,22.642849,2552.9104,57805.168,53.416382,57.935818,
2017,MMR,237.86955,22.424307,2495.5771,55961.586,53.913685,57.859272,
2018,MMR,253.10509,22.719332,2423.8623,55068.531,54.403336,59.206055,
2019,MMR,270.1897,22.338575,2378.1985,53125.563,54.884205,60.015873,
2020,MMR,278.80603,20.925173,2216.9429,46389.914,55.355103,,
2021,MMR,251.48305,21.925564,2344.8074,51411.223,55.814796,,
2000,MNE,,,,,,,
2001,MNE,,,,,,,
2002,MNE,,,,,,,
2003,MNE,,,,,,,
2004,MNE,,,,,,,
2005,MNE,,,,,,,
2006,MNE,,,,,,,
2007,MNE,,,,,,,
2008,MNE,,,,,,,
2009,MNE,,,,,,,
2010,MNE,,,,,,,
2011,MNE,,,,,,578.4375,
2012,MNE,,,,,,541.67297,
2013,MNE,,,,,,603.71411,
2014,MNE,,,,,,585.79004,
2015,MNE,,,,,,583.2915,
2016,MNE,,,,,,601.9787,
2017,MNE,,,,,,616.28491,
2018,MNE,,,,,,731.48108,
2019,MNE,,,,,,735.15887,
2000,MNG,,,,,,27.00856,
2001,MNG,,,,,,26.487616,
2002,MNG,,,,,,29.657448,
2003,MNG,,,,,,26.507999,
2004,MNG,,,,,,33.172966,
2005,MNG,,,,,,37.508675,
2006,MNG,,,,,,50.02914,
2007,MNG,,,,,,66.537331,
2008,MNG,,,,,,97.361687,
2009,MNG,,,,,,76.457062,
2010,MNG,,,,,,98.844795,
2011,MNG,,,,,,134.75063,
2012,MNG,,,,,,167.76242,
2013,MNG,,,,,,177.53171,
2014,MNG,,,,,,173.68382,
2015,MNG,,,,,,166.08276,
2016,MNG,,,,,,161.9086,
2017,MNG,,,,,,146.96208,
2018,MNG,,,,,,159.37991,
2019,MNG,,,,,,163.44186,
2000,MNP,,,,,,,
2001,MNP,,,,,,,
2002,MNP,,,,,,,
2003,MNP,,,,,,,
2004,MNP,,,,,,,
2005,MNP,,,,,,,
2006,MNP,,,,,,,
2007,MNP,,,,,,,
2008,MNP,,,,,,,
2009,MNP,,,,,,,
2010,MNP,,,,,,,
2011,MNP,,,,,,,
2012,MNP,,,,,,,
2013,MNP,,,,,,,
2014,MNP,,,,,,,
2015,MNP,,,,,,,
2016,MNP,,,,,,,
2017,MNP,,,,,,,
2018,MNP,,,,,,,
2019,MNP,,,,,,,
1950,MOZ,3.1925223,1.7530595,,,6.250443,,
1951,MOZ,3.3042607,1.7793243,,,6.3458381,,
1952,MOZ,3.422384,1.8069991,,,6.4463158,,
1953,MOZ,3.5405073,1.8361948,,,6.5522761,,
1954,MOZ,3.6235127,1.8669722,,,6.6639409,,
1955,MOZ,3.8469894,1.8994157,,,6.7816162,,
1956,MOZ,3.8661447,1.9338216,,,6.906364,,
1957,MOZ,3.9523427,1.9701461,,,7.0380349,,
1958,MOZ,4.1407013,2.0083964,,,7.176661,,
1959,MOZ,4.3641782,2.0483153,,,7.3213272,,
1960,MOZ,4.4695311,2.0899563,,,7.47223,,
1961,MOZ,4.5972323,2.1263843,,,7.6276422,,
1962,MOZ,4.9132919,2.1641622,,,7.7889438,,
1963,MOZ,4.7377033,2.2035151,,,7.9570098,,
1964,MOZ,4.9420247,2.2431557,,,8.1272421,,
1965,MOZ,5.0537629,2.2835748,,,8.301446,,
